Phenotype Name,Code Type,Code Description,Code
Diabetes,Read2,Type 1 diabetes mellitus with retinopathy,C108712
Diabetes,Read2,Type 1 diabetes mellitus with retinopathy,C10E700
Diabetes,Read2,Type 1 diabetes mellitus with ulcer,C108512
Diabetes,Read2,Type 1 diabetes mellitus with ulcer,C10E500
Diabetes,Read2,Type 1 diabetes mellitus without complication,C10EA00
Diabetes,Read2,Type 2 diabetes mellitus,C109.12
Diabetes,Read2,Type 2 diabetes mellitus,C10F.00
Diabetes,Read2,Type 2 diabetes mellitus - poor control,C109712
Diabetes,Read2,Type 2 diabetes mellitus - poor control,C10F700
Diabetes,Read2,Type 2 diabetes mellitus with arthropathy,C109G12
Diabetes,Read2,Type 2 diabetes mellitus with arthropathy,C10FG00
Diabetes,Read2,Type 2 diabetes mellitus with diabetic cataract,C109E12
Diabetes,Read2,Type 2 diabetes mellitus with diabetic cataract,C10FE00
Diabetes,Read2,Type 2 diabetes mellitus with exudative maculopathy,C10FQ00
Diabetes,Read2,Type 2 diabetes mellitus with gangrene,C109512
Diabetes,Read2,Type 2 diabetes mellitus with gangrene,C10F500
Diabetes,Read2,Type 2 diabetes mellitus with gastroparesis,C10FR00
Diabetes,Read2,Type 2 diabetes mellitus with hypoglycaemic coma,C109D12
Diabetes,Read2,Type 2 diabetes mellitus with hypoglycaemic coma,C10FD00
Diabetes,Read2,Type 2 diabetes mellitus with ketoacidosis,C10FN00
Diabetes,Read2,Type 2 diabetes mellitus with ketoacidotic coma,C10FP00
Diabetes,Read2,Type 2 diabetes mellitus with mononeuropathy,C10FA00
Diabetes,Read2,Type 2 diabetes mellitus with multiple complications,C10F300
Diabetes,Read2,Type 2 diabetes mellitus with nephropathy,C109C12
Diabetes,Read2,Type 2 diabetes mellitus with nephropathy,C10FC00
Diabetes,Read2,Type 2 diabetes mellitus with neurological complications,C109212
Diabetes,Read2,Type 2 diabetes mellitus with neurological complications,C10F200
Diabetes,Read2,Type 2 diabetes mellitus with neuropathic arthropathy,C109H12
Diabetes,Read2,Type 2 diabetes mellitus with neuropathic arthropathy,C10FH00
Diabetes,Read2,Type 2 diabetes mellitus with ophthalmic complications,C109112
Diabetes,Read2,Type 2 diabetes mellitus with ophthalmic complications,C10F100
Diabetes,Read2,Type 2 diabetes mellitus with peripheral angiopathy,C109F12
Diabetes,Read2,Type 2 diabetes mellitus with peripheral angiopathy,C10FF00
Diabetes,Read2,Type 2 diabetes mellitus with persistent microalbuminuria,C10FM00
Diabetes,Read2,Type 2 diabetes mellitus with persistent proteinuria,C10FL00
Diabetes,Read2,Type 2 diabetes mellitus with polyneuropathy,C10FB00
Diabetes,Read2,Type 2 diabetes mellitus with renal complications,C109012
Diabetes,Read2,Type 2 diabetes mellitus with renal complications,C10F000
Diabetes,Read2,Type 2 diabetes mellitus with retinopathy,C109612
Diabetes,Read2,Type 2 diabetes mellitus with retinopathy,C10F600
Diabetes,Read2,Type 2 diabetes mellitus with ulcer,C109412
Diabetes,Read2,Type 2 diabetes mellitus with ulcer,C10F400
Diabetes,Read2,Type 2 diabetes mellitus without complication,C10F900
Diabetes,Read2,Type I diabetes mellitus,C108.13
Diabetes,Read2,Type I diabetes mellitus,C10E.11
Diabetes,Read2,Type I diabetes mellitus - poor control,C108811
Diabetes,Read2,Type I diabetes mellitus maturity onset,C108911
Diabetes,Read2,Type I diabetes mellitus maturity onset,C10E911
Diabetes,Read2,Type I diabetes mellitus with arthropathy,C108H11
Diabetes,Read2,Type I diabetes mellitus with diabetic cataract,C108F11
Diabetes,Read2,Type I diabetes mellitus with exudative maculopathy,C10EP11
Diabetes,Read2,Type I diabetes mellitus with hypoglycaemic coma,C108E11
Diabetes,Read2,Type I diabetes mellitus with ketoacidosis,C10EM11
Diabetes,Read2,Type I diabetes mellitus with ketoacidotic coma,C10EN11
Diabetes,Read2,Type I diabetes mellitus with multiple complications,C10E311
Diabetes,Read2,Type I diabetes mellitus with nephropathy,C108D11
Diabetes,Read2,Type I diabetes mellitus with neurological complications,C108211
Diabetes,Read2,Type I diabetes mellitus with neuropathic arthropathy,C108J11
Diabetes,Read2,Type I diabetes mellitus with polyneuropathy,C10EC11
Diabetes,Read2,Type I diabetes mellitus with renal complications,C108011
Diabetes,Read2,Type I diabetes mellitus with retinopathy,C108711
Diabetes,Read2,Type I diabetes mellitus with retinopathy,C10E711
Diabetes,Read2,Type I diabetes mellitus with ulcer,C108511
Diabetes,Read2,Type I diabetes mellitus with ulcer,C10E511
Diabetes,Read2,Type I diabetes mellitus without complication,C108A11
Diabetes,Read2,Type I diabetes mellitus without complication,C10EA11
Diabetes,Read2,Type II diabetes mellitus,C109.13
Diabetes,Read2,Type II diabetes mellitus,C10F.11
Diabetes,Read2,Type II diabetes mellitus - poor control,C109711
Diabetes,Read2,Type II diabetes mellitus - poor control,C10F711
Diabetes,Read2,Type II diabetes mellitus with arthropathy,C109G11
Diabetes,Read2,Type II diabetes mellitus with diabetic cataract,C109E11
Diabetes,Read2,Type II diabetes mellitus with diabetic cataract,C10FE11
Diabetes,Read2,Type II diabetes mellitus with gangrene,C109511
Diabetes,Read2,Type II diabetes mellitus with hypoglycaemic coma,C109D11
Diabetes,Read2,Type II diabetes mellitus with hypoglycaemic coma,C10FD11
Diabetes,Read2,Type II diabetes mellitus with mononeuropathy,C109A11
Diabetes,Read2,Type II diabetes mellitus with mononeuropathy,C10FA11
Diabetes,Read2,Type II diabetes mellitus with multiple complications,C10F311
Diabetes,Read2,Type II diabetes mellitus with nephropathy,C109C11
Diabetes,Read2,Type II diabetes mellitus with neurological complications,C109211
Diabetes,Read2,Type II diabetes mellitus with neurological complications,C10F211
Diabetes,Read2,Type II diabetes mellitus with neuropathic arthropathy,C109H11
Diabetes,Read2,Type II diabetes mellitus with ophthalmic complications,C109111
Diabetes,Read2,Type II diabetes mellitus with peripheral angiopathy,C109F11
Diabetes,Read2,Type II diabetes mellitus with persistent microalbuminuria,C10FM11
Diabetes,Read2,Type II diabetes mellitus with persistent proteinuria,C10FL11
Diabetes,Read2,Type II diabetes mellitus with polyneuropathy,C109B11
Diabetes,Read2,Type II diabetes mellitus with polyneuropathy,C10FB11
Diabetes,Read2,Type II diabetes mellitus with renal complications,C109011
Diabetes,Read2,Type II diabetes mellitus with renal complications,C10F011
Diabetes,Read2,Type II diabetes mellitus with retinopathy,C109611
Diabetes,Read2,Type II diabetes mellitus with retinopathy,C10F611
Diabetes,Read2,Type II diabetes mellitus with ulcer,C109411
Diabetes,Read2,Type II diabetes mellitus with ulcer,C10F411
Diabetes,Read2,Type II diabetes mellitus without complication,C10F911
Diabetes,Read2,Unstable type 1 diabetes mellitus,C108412
Diabetes,Read2,Unstable type 1 diabetes mellitus,C10E400
Diabetes,Read2,Unstable type I diabetes mellitus,C108411
Diabetes,Read2,Unstable type I diabetes mellitus,C10E411
Epilepsy,Read2,[X]Acquired aphasia with epilepsy [Landau - Kleffner],Eu80300
Epilepsy,Read2,[X]Epileptic psychosis NOS,Eu05y11
Epilepsy,Read2,[X]Limbic epilepsy personality,Eu06013
Epilepsy,Read2,[X]Other epilepsy,Fyu5100
Epilepsy,Read2,[X]Other generalized epilepsy and epileptic syndromes,Fyu5000
Epilepsy,Read2,[X]Other status epilepticus,Fyu5200
Epilepsy,Read2,[X]Schizophrenia-like psychosis in epilepsy,Eu05212
Epilepsy,Read2,"[X]Status epilepticus, unspecified",Fyu5900
Epilepsy,Read2,1 to 12 seizures a year,667Q.00
Epilepsy,Read2,1 to 7 seizures a week,667S.00
Epilepsy,Read2,2 to 4 seizures a month,667R.00
Epilepsy,Read2,Alcohol-induced epilepsy,F25B.00
Epilepsy,Read2,Benign Rolandic epilepsy,F25y400
Epilepsy,Read2,Complex partial epileptic seizure,F254500
Epilepsy,Read2,Complex partial status epilepticus,F25y300
Epilepsy,Read2,Contraceptive advice for patients with epilepsy,6110
Epilepsy,Read2,Cursive (running) epilepsy,F25y000
Epilepsy,Read2,Daily seizures,667T.00
Epilepsy,Read2,Dravet syndrome,F25G.11
Epilepsy,Read2,Drug-induced epilepsy,F25C.00
Epilepsy,Read2,Dyssynergia cerebellaris myoclonica,F142200
Epilepsy,Read2,Early infant epileptic encephalopathy wth suppression bursts,F259.00
Epilepsy,Read2,Emergency epilepsy treatment since last appointment,667W.00
Epilepsy,Read2,Epilepsy,F25..00
Epilepsy,Read2,Epilepsy associated problems,6674
Epilepsy,Read2,Epilepsy care arrangement,667E.00
Epilepsy,Read2,Epilepsy confirmed,1O30.00
Epilepsy,Read2,Epilepsy control good,667C.00
Epilepsy,Read2,Epilepsy control poor,667D.00
Epilepsy,Read2,Epilepsy does not limit activities,667L.00
Epilepsy,Read2,Epilepsy drug side effects,6677
Epilepsy,Read2,Epilepsy impairs education,667J.00
Epilepsy,Read2,Epilepsy limits activities,667K.00
Epilepsy,Read2,Epilepsy management plan given,667M.00
Epilepsy,Read2,Epilepsy medication review,8BIF.00
Epilepsy,Read2,Epilepsy monitoring,667..00
Epilepsy,Read2,Epilepsy monitoring call first letter,9Of5.00
Epilepsy,Read2,Epilepsy monitoring call second letter,9Of6.00
Epilepsy,Read2,Epilepsy monitoring call third letter,9Of7.00
Epilepsy,Read2,Epilepsy monitoring NOS,667Z.00
Epilepsy,Read2,Epilepsy monitoring telephone invite,9Of4.00
Epilepsy,Read2,Epilepsy monitoring verbal invite,9Of3.00
Epilepsy,Read2,Epilepsy NOS,F25z.00
Epilepsy,Read2,Epilepsy prevents employment,667H.00
Epilepsy,Read2,Epilepsy resolved,2126000
Epilepsy,Read2,Epilepsy resolved,212J.00
Epilepsy,Read2,Epilepsy restricts employment,667G.00
Epilepsy,Read2,Epilepsy severity,667N.00
Epilepsy,Read2,Epilepsy treatment changed,6678
Epilepsy,Read2,Epilepsy treatment started,6679
Epilepsy,Read2,Epilepsy treatment stopped,667A.00
Epilepsy,Read2,Epileptic absences,F250011
Epilepsy,Read2,Epileptic automatism,F254400
Epilepsy,Read2,Epileptic seizures - akinetic,F250300
Epilepsy,Read2,Epileptic seizures - atonic,F250200
Epilepsy,Read2,Epileptic seizures - clonic,F251200
Epilepsy,Read2,Epileptic seizures - myoclonic,F251300
Epilepsy,Read2,Epileptic seizures - tonic,F251400
Epilepsy,Read2,Fit (in known epileptic) NOS,F25z.11
Epilepsy,Read2,Focal epilepsy,F255011
Epilepsy,Read2,Gelastic epilepsy,F25y100
Epilepsy,Read2,Generalised convulsive epilepsy,F251.00
Epilepsy,Read2,Generalised convulsive epilepsy NOS,F251z00
Epilepsy,Read2,Generalised nonconvulsive epilepsy,F250.00
Epilepsy,Read2,Generalised nonconvulsive epilepsy NOS,F250z00
Epilepsy,Read2,Grand mal (major) epilepsy,F251000
Epilepsy,Read2,Grand mal status,F253.00
Epilepsy,Read2,H/O: epilepsy,1473
Epilepsy,Read2,Hypsarrhythmia,F256000
Epilepsy,Read2,Infantile spasms,F256.00
Epilepsy,Read2,Infantile spasms NOS,F256z00
Epilepsy,Read2,"Jacksonian, focal or motor epilepsy",F255000
Epilepsy,Read2,Juvenile absence epilepsy,F250400
Epilepsy,Read2,Juvenile myoclonic epilepsy,F25A.00
Epilepsy,Read2,Kojevnikov's epilepsy,F257.00
Epilepsy,Read2,Lennox-Gastaut syndrome,F250500
Epilepsy,Read2,Lightning spasms,F256.11
Epilepsy,Read2,Limbic system epilepsy,F254300
Epilepsy,Read2,Locl-rlt(foc)(part)idiop epilep&epilptic syn seiz locl onset,F25y200
Epilepsy,Read2,Many seizures a day,667V.00
Epilepsy,Read2,Menstrual epilepsy,F25D.00
Epilepsy,Read2,Motor epilepsy,F255012
Epilepsy,Read2,Myoclonic encephalopathy,F132200
Epilepsy,Read2,Neonatal myoclonic epilepsy,F251100
Epilepsy,Read2,No epilepsy drug side effects,667X.00
Epilepsy,Read2,No seizures on treatment,667P.00
Epilepsy,Read2,Nocturnal epilepsy,667B.00
Epilepsy,Read2,Ohtahara syndrome,F259.11
Epilepsy,Read2,Other forms of epilepsy,F25y.00
Epilepsy,Read2,Other forms of epilepsy NOS,F25yz00
Epilepsy,Read2,Other specified generalised convulsive epilepsy,F251y00
Epilepsy,Read2,Other specified generalised nonconvulsive epilepsy,F250y00
Epilepsy,Read2,Otohara syndrome,F251111
Epilepsy,Read2,Panayiotopoulos syndrome,F25y500
Epilepsy,Read2,Partial epilepsy with autonomic symptoms,F255311
Epilepsy,Read2,Partial epilepsy with impairment of consciousness,F254.00
Epilepsy,Read2,Partial epilepsy with impairment of consciousness NOS,F254z00
Epilepsy,Read2,Partial epilepsy without impairment of consciousness,F255.00
Epilepsy,Read2,Partial epilepsy without impairment of consciousness NOS,F255z00
Epilepsy,Read2,Partial epilepsy without impairment of consciousness OS,F255y00
Epilepsy,Read2,Petit mal (minor) epilepsy,F250000
Epilepsy,Read2,Petit mal status,F252.00
Epilepsy,Read2,Photosensitive epilepsy,F25F.00
Epilepsy,Read2,Post-ictal state,F258.00
Epilepsy,Read2,Pre-conception advice for patients with epilepsy,67IJ000
Epilepsy,Read2,Pregnancy advice for patients with epilepsy,67AF.00
Epilepsy,Read2,Progressive myoclonic epilepsy,F132100
Epilepsy,Read2,Psychomotor epilepsy,F254100
Epilepsy,Read2,Psychosensory epilepsy,F254200
Epilepsy,Read2,Pykno-epilepsy,F250100
Epilepsy,Read2,Salaam attacks,F256100
Epilepsy,Read2,Seizure free >12 months,667F.00
Epilepsy,Read2,Sensory induced epilepsy,F255100
Epilepsy,Read2,Severe myoclonic epilepsy in infancy,F25G.00
Epilepsy,Read2,Simple partial epileptic seizure,F255600
Epilepsy,Read2,Somatosensory epilepsy,F255200
Epilepsy,Read2,Status epilepticus,F253.11
Epilepsy,Read2,"Status epilepticus, unspecified",F25X.00
Epilepsy,Read2,Stress-induced epilepsy,F25E.00
Epilepsy,Read2,Temporal lobe epilepsy,F254000
Epilepsy,Read2,Tonic-clonic epilepsy,F251011
Epilepsy,Read2,Tonic-clonic epilepsy,F251500
Epilepsy,Read2,Transient epileptic amnesia,1B1W.00
Epilepsy,Read2,Unilateral epilepsy,F255500
Epilepsy,Read2,Unverricht - Lundborg disease,F132111
Epilepsy,Read2,Visceral reflex epilepsy,F255300
Epilepsy,Read2,Visual reflex epilepsy,F255400
Epilepsy,Read2,West syndrome,F256.12
Heart failure,Read2,Acute congestive heart failure,G580000
Heart failure,Read2,Acute cor pulmonale,G400.00
Heart failure,Read2,Acute heart failure,G582.00
Heart failure,Read2,Acute left ventricular failure,G581000
Heart failure,Read2,Admit heart failure emergency,8H2S.00
Heart failure,Read2,Asthma - cardiac,G581.11
Heart failure,Read2,Benign hypertensive heart disease with CCF,G211100
Heart failure,Read2,Biventricular failure,G580.14
Heart failure,Read2,Cardiac failure,G58..11
Heart failure,Read2,Cardiac failure NOS,G58z.12
Heart failure,Read2,Cardiac failure therapy,8B29.00
Heart failure,Read2,Chronic congestive heart failure,G580100
Heart failure,Read2,Chronic cor pulmonale,G41z.11
Heart failure,Read2,Compensated cardiac failure,G580300
Heart failure,Read2,Congestive cardiac failure,G580.11
Heart failure,Read2,Congestive cardiomyopathy,G554000
Heart failure,Read2,Congestive heart failure,G580.00
Heart failure,Read2,Congestive heart failure due to valvular disease,G580400
Heart failure,Read2,Congestive heart failure monitoring,662T.00
Heart failure,Read2,Congestive obstructive cardiomyopathy,G554011
Heart failure,Read2,Decompensated cardiac failure,G580200
Heart failure,Read2,Education about deteriorating heart failure,679W100
Heart failure,Read2,Excepted from LVD quality indicators: Informed dissent,9h12.00
Heart failure,Read2,Excepted from LVD quality indicators: Patient unsuitable,9h11.00
Heart failure,Read2,Excepted heart failure quality indicators: Informed dissent,9hH1.00
Heart failure,Read2,Excepted heart failure quality indicators: Patient unsuitabl,9hH0.00
Heart failure,Read2,Exception reporting: heart failure quality indicators,9hH..00
Heart failure,Read2,Exception reporting: LVD quality indicators,9h1..00
Heart failure,Read2,H/O: heart failure,14A6.00
Heart failure,Read2,H/O: Heart failure in last year,14AM.00
Heart failure,Read2,Has heart failure management plan,8CMK.00
Heart failure,Read2,Heart failure,G58..00
Heart failure,Read2,Heart failure 6 month review,662p.00
Heart failure,Read2,Heart failure annual review,662W.00
Heart failure,Read2,Heart failure care plan discussed with patient,8CL3.00
Heart failure,Read2,Heart failure clinical pathway,8CMW800
Heart failure,Read2,Heart failure confirmed,1O1..00
Heart failure,Read2,Heart failure education,679X.00
